"Address","Occurrences","H2-1","H2-1 Length","H2-2","H2-2 Length","Indexability","Indexability Status"
"https://www.sofoservis.sk/blog/vypratavanie-bytu-cena-2026","12","Čo je vypratávanie bytu a kedy ho potrebujete","45","Faktory ovplyvňujúce cenu vypratávania 2026","43","Indexable",""
"https://www.sofoservis.sk/blog/kolko-stoji-vypratavanie-bytu-bratislava-2026","12","Priemerné ceny vypratávania bytov v Bratislave 2026","51","Čo ovplyvňuje cenu vypratávania","31","Indexable",""
"https://www.sofoservis.sk/blog/vypratavanie-bytov-senec","14","Vypratávanie bytov a domov v Senci","34","Čo zahŕňa naša služba vypratávania v Senci","42","Indexable",""
"https://www.sofoservis.sk/blog/vypratavanie-pivnic-skladov-bratislava","13","Kedy je čas na vypratávanie pivnice alebo skladu","48","Čo sa zvyčajne nachádza v pivniciach","36","Indexable",""
"https://www.sofoservis.sk/blog/vypratavanie-po-zosnulom","13","Kedy môžete začať s vypratávaním","32","Právne náležitosti pred vypratávaním","36","Indexable",""
"https://www.sofoservis.sk/blog/stahovanie-klavira-tazkych-predmetov","12","Prečo ťažké predmety vyžadujú špeciálny prístup","47","Sťahovanie klavíra — na čo si dať pozor","39","Indexable",""
"https://www.sofoservis.sk/blog/stahovanie-kancelarie-ako-minimalizovat-prestoj","11","Prečo je sťahovanie kancelárie iné ako sťahovanie domácnosti","60","Krok 1: Plánovanie 8–12 týždňov vopred","38","Indexable",""
"https://www.sofoservis.sk/blog/hodinovy-manzel-sluzby-cena","11","Čo je hodinový manžel a čo dokáže vyriešiť","42","Čo hodinový manžel bežne rieši","30","Indexable",""
"https://www.sofoservis.sk/en/moving-levice","9","What our customers say","22","Professional Moving Services in Levice","38","Indexable",""
"https://www.sofoservis.sk/vypratavanie-odvoz-stareho-nabytku/bratislava","9","Recenzie odvozu — Bratislava","28","Orientačné ceny našich služieb","30","Indexable",""
"https://www.sofoservis.sk/en/moving-hlohovec","9","What our customers say","22","Professional Moving Services in Hlohovec","40","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/levice","9","Hodnotenia z Levíc","18","Orientačné ceny našich služieb","30","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/trnava","9","Recenzie z Trnavy","17","Orientačné ceny našich služieb","30","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/sala","9","Recenzie zo Šale","16","Orientačné ceny našich služieb","30","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/galanta","9","Recenzie z Galanty","18","Orientačné ceny našich služieb","30","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/nitra","9","Recenzie z Nitry","16","Orientačné ceny našich služieb","30","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/bratislava","10","Recenzie od zákazníkov z Bratislavy","35","Orientačné ceny našich služieb","30","Indexable",""
"https://www.sofoservis.sk/stahovanie-strojov-zariadeni","10","Pridajte sa k naším spokojným klientom","38","Ako to funguje?","15","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/piestany","9","Recenzie — Piešťany","19","Orientačné ceny našich služieb","30","Indexable",""
"https://www.sofoservis.sk/stahovanie-trezorov","10","Pridajte sa k naším spokojným klientom","38","Ako to funguje?","15","Indexable",""
"https://www.sofoservis.sk/stahovanie-klavira","10","Pridajte sa k naším spokojným klientom","38","Ako to funguje?","15","Indexable",""
"https://www.sofoservis.sk/en/moving-malacky","9","What our customers say","22","Professional Moving Services in Malacky","39","Indexable",""
"https://www.sofoservis.sk/en/moving-piestany","9","What our customers say","22","Professional Moving Services in Piešťany","40","Indexable",""
"https://www.sofoservis.sk/en/moving-sala","9","What our customers say","22","Professional Moving Services in Šaľa","36","Indexable",""
"https://www.sofoservis.sk/buracie-demolacne-prace","11","Pridajte sa k naším spokojným klientom","38","Ako to funguje?","15","Indexable",""
"https://www.sofoservis.sk/en/moving-bratislava","9","What our customers say","22","Professional Moving Services in Bratislava","42","Indexable",""
"https://www.sofoservis.sk/stahovanie-karlova-ves","9","Pridajte sa k naším spokojným klientom","38","Profesionálne sťahovacie služby v Karlovej Vsi","46","Indexable",""
"https://www.sofoservis.sk/stahovanie-nove-mesto","9","Pridajte sa k naším spokojným klientom","38","Profesionálne sťahovacie služby v Novom Meste","45","Indexable",""
"https://www.sofoservis.sk/stahovanie-stare-mesto","9","Pridajte sa k naším spokojným klientom","38","Sťahovanie v centre Bratislavy","30","Indexable",""
"https://www.sofoservis.sk/stahovanie-petrzalka","9","Pridajte sa k naším spokojným klientom","38","Profesionálne sťahovacie služby v Petržalke","43","Indexable",""
"https://www.sofoservis.sk/stahovanie-dubravka","9","Pridajte sa k naším spokojným klientom","38","Profesionálne sťahovacie služby v Dúbravke","42","Indexable",""
"https://www.sofoservis.sk/stahovanie-ruzinov","9","Pridajte sa k naším spokojným klientom","38","Profesionálne sťahovacie služby v Ružinove","42","Indexable",""
"https://www.sofoservis.sk/en/basement-garage-junk-removal","9","Join our satisfied customers","28","Specialized Basement, Garage & Commercial Space Junk Removal","60","Indexable",""
"https://www.sofoservis.sk/en/pricing","7","Service Pricing","15","Follow Us on Instagram","22","Indexable",""
"https://www.sofoservis.sk/en/clearance","11","Join our satisfied customers","28","Ako to funguje?","15","Indexable",""
"https://www.sofoservis.sk/en/furniture-moving-removal","9","Trusted for Furniture Moving","28","Comprehensive Services for Furniture Moving and Transportation","62","Indexable",""
"https://www.sofoservis.sk/en/hazardous-waste-removal","9","Join our satisfied customers","28","Comprehensive Hazardous Waste & Appliance Removal Services","58","Indexable",""
"https://www.sofoservis.sk/en/kitchen-installation","9","Join our satisfied customers","28","Comprehensive Kitchen Installation Services","43","Indexable",""
"https://www.sofoservis.sk/en/furniture-removal","9","Join our satisfied customers","28","Comprehensive Furniture Removal & Disposal Services","51","Indexable",""
"https://www.sofoservis.sk/en/wall-demolition","9","Join our satisfied customers","28","Comprehensive Wall & Partition Demolition Services","50","Indexable",""
"https://www.sofoservis.sk/en/moving-heavy-loads","10","Trusted for handling valuable heavy items","41","Specialized Services for Heavy and Bulky Items","46","Indexable",""
"https://www.sofoservis.sk/en/demolition-services","9","Join our satisfied customers","28","Comprehensive Demolition & Removal Services","43","Indexable",""
"https://www.sofoservis.sk/en/reviews","4","Google reviews of our services","30","Sofoservis on TV","16","Indexable",""
"https://www.sofoservis.sk/en/international-moving-services","11","Trusted International Moving Services","37","Comprehensive International Moving Solutions","44","Indexable",""
"https://www.sofoservis.sk/en/privacy-policy","11","Controller Contact Information","30","What is Personal Data?","22","Indexable",""
"https://www.sofoservis.sk/en/home-junk-removal","9","Join our satisfied customers","28","Comprehensive Home Junk Removal Services","40","Indexable",""
"https://www.sofoservis.sk/en/moving","11","Join our satisfied customers","28","Ako to funguje?","15","Indexable",""
"https://www.sofoservis.sk/en/office-moving","10","Trusted by businesses across Slovakia","37","Comprehensive Office Moving Solutions","37","Indexable",""
"https://www.sofoservis.sk/en/cookie-policy","10","Article I - USE OF COOKIES","26","Article II - WHAT ARE COOKIES","29","Indexable",""
"https://www.sofoservis.sk/en/handyman-services","9","Join our satisfied customers","28","Comprehensive Handyman Services","31","Indexable",""
"https://www.sofoservis.sk/en/construction-waste-removal","9","Join our satisfied customers","28","Comprehensive Construction Waste Removal & Disposal","51","Indexable",""
"https://www.sofoservis.sk/en/property-land-junk-removal","9","Join our satisfied customers","28","Complete Property & Land Junk Removal Services","46","Indexable",""
"https://www.sofoservis.sk/en/contact","6","Let's talk about your upcoming move or anything else we can help you with.","74","Contact us — we are ready!","26","Indexable",""
"https://www.sofoservis.sk/en/furniture-assembly","9","Join our satisfied customers","28","Comprehensive Furniture Assembly Services","41","Indexable",""
"https://www.sofoservis.sk/en/apartment-moving","10","Join our satisfied customers","28","Comprehensive Apartment Moving Services","39","Indexable",""
"https://www.sofoservis.sk/en/moving-senica","9","What our customers say","22","Professional Moving Services in Senica","38","Indexable",""
"https://www.sofoservis.sk/vypratavanie-bratislava","10","Pridajte sa k naším spokojným klientom","38","Vypratávanie vo všetkých mestských častiach Bratislavy","54","Indexable",""
"https://www.sofoservis.sk/en/moving-to-budapest","9","Trusted for Moves to Budapest","29","Moving to Budapest — Quick Cross-Border Service","47","Indexable",""
"https://www.sofoservis.sk/en/moving-to-frankfurt","9","Trusted for Moves to Frankfurt","30","Moving to Frankfurt — Germany's Financial Capital","49","Indexable",""
"https://www.sofoservis.sk/en/moving-to-stockholm","9","Trusted for Moves to Stockholm","30","Moving to Stockholm — Scandinavian Service","42","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia-to-france","9","Trusted for Slovakia to France Removals","39","Slovakia to France — Long-Distance Moving Professionals","55","Indexable",""
"https://www.sofoservis.sk/en/moving-to-warsaw","9","Trusted for Moves to Warsaw","27","Moving to Warsaw — Reliable Slovakia–Poland Service","51","Indexable",""
"https://www.sofoservis.sk/en/moving-to-rome","9","Trusted for Moves to Rome","25","Moving to Rome — Professional Italian Relocation","48","Indexable",""
"https://www.sofoservis.sk/en/moving-to-munich","9","Trusted for Moves to Munich","27","Moving to Munich — Slovakia's Gateway to Bavaria","48","Indexable",""
"https://www.sofoservis.sk/en/moving-to-zurich","9","Trusted for Moves to Zurich","27","Moving to Zurich — Swiss Customs Experts","40","Indexable",""
"https://www.sofoservis.sk/en/moving-to-berlin","9","Trusted for Moves to Berlin","27","Moving to Berlin — Slovakia to Germany's Capital","48","Indexable",""
"https://www.sofoservis.sk/en/moving-to-london","9","Trusted for Moves to London","27","Moving to London — Post-Brexit Specialists","42","Indexable",""
"https://www.sofoservis.sk/en/moving-from-slovakia-to-germany","9","Trusted for Slovakia to Germany Removals","40","Slovakia to Germany — One of Our Most Popular Routes","52","Indexable",""
